question,answer
大迎怎么读？,Dàyíng
大迎穴的代号？,ST5
大迎穴的解剖定位？,在咬肌附着部前缘；前方有面动、静脉；布有面神经分支及颊神经。
颊车怎么读？,Jiáchē
颊车穴的代号？,ST6
颊车穴的解剖定位？,在下颌角前方，有咬肌；有咬肌动、静脉；有耳大神经、面神经颊支及下颌缘支分布。
下关怎么读？,Xiàguān
下关穴的代号？,ST7
下关穴的解剖定位？,当颧弓下缘，皮下有腮腺，为咬肌起始部；有面横动、静脉，最深层为上颌动、静脉；正当面神经颧眶支、耳颞神经分支，最深层为下颌神经。
头维怎么读？,Tóuwéi
头维穴的代号？,ST8
头维穴的解剖定位？,在颞肌上缘帽状腱膜中；有颞浅动、静脉的额支；布有耳颞神经的分支及面神经额、颞支。
人迎怎么读？,Rényíng
人迎穴的代号？,ST9
人迎穴的解剖定位？,有颈阔肌，在胸锁乳突肌前缘与甲状软骨接触部；有甲状腺上动脉，当颈内、外动脉分处，有颈前浅静脉，外为颈内静脉；布有颈皮神经、面神经颈支，深层为颈动脉小球，最深层为交感神经干，外侧有舌下神经降支及迷走神经。
水突怎么读？,Shuǐtū
水突穴的代号？,ST10
水突穴的解剖定位？,有颈阔肌，在环状软骨外侧，胸锁乳突肌与肩胛舌骨肌上腹的交叉点；外侧为颈总动脉；布有颈皮神经，深层为交感神经发出的心上神经及交感干。
气舍怎么读？,Qìshè
气舍穴的代号？,ST11
气舍穴的解剖定位？,有颈阔肌，胸锁乳突肌起始部；有颈前浅静脉，深部为颈总动脉；布有锁骨上神经前支的分支。
缺盆怎么读？,Quēpén
缺盆穴的代号？,ST12
缺盆穴的解剖定位？,在锁骨上窝中点，有颈阔肌、肩胛舌骨肌；下方有颈横动脉；布有锁骨上中间神经，深层正当臂丛的锁骨上部。
气户怎么读？,Qìhù
气户穴的代号？,ST13
气户穴的解剖定位？,在锁骨下方，胸大肌起始部，深层上方为锁骨下肌；有胸肩峰动、静脉分支，外上方为锁骨下静脉；为锁骨上神经及胸前神经分支分布处。
库房怎么读？,Kùfáng
库房穴的代号？,ST14
库房穴的解剖定位？,有胸大肌、胸小肌，深层为肋间内、外肌；有胸肩峰动、静脉及胸外侧动、静脉分支；布有胸前神经分支。
屋翳怎么读？,Wūyì
屋翳穴的代号？,ST15
屋翳穴的解剖定位？,有胸大肌、胸小肌，深层为肋间内、外肌；有胸肩峰动、静脉分支；布有胸前神经分支。
膺窗怎么读？,Yīngchuāng
膺窗穴的代号？,ST16
膺窗穴的解剖定位？,浅部为乳腺组织（男性主要由结缔组织构成，乳腺组织不明显），其下为胸大肌，深层为肋间内、外肌；有胸外侧动、静脉；布有胸前神经分支。
乳中怎么读？,Rǔzhōng
乳中穴的代号？,ST17
乳中穴的解剖定位？,浅部为乳头、乳腺总管、乳腺组织（男性主要由结缔组织构成，乳腺组织不明显），其下为胸大肌，深层有肋间内、外肌；有肋间动脉、胸壁浅静脉；有第4肋间神经外侧皮支，深层为肋间神经干。
乳根怎么读？,Rǔgēn
乳根穴的代号？,ST18
乳根穴的解剖定位？,浅部为乳腺组织（男性主要由结缔组织构成，乳腺组织不明显），其下为胸大肌，深层有肋间内、外肌；有肋间动脉、胸壁浅静脉；有第5肋间神经外侧皮支，深层为肋间神经干。
不容怎么读？,Bùróng
不容穴的代号？,ST19
不容穴的解剖定位？,当腹直肌及其鞘处；有第7肋间动、静脉分支及腹壁上动、静脉；当第7肋间神经分支处。
承满怎么读？,Chéngmǎn
承满穴的代号？,ST20
承满穴的解剖定位？,当腹直肌及其鞘处；有第7肋间动、静脉分支及腹壁上动、静脉分布；当第7、8肋间神经分支处。
梁门怎么读？,Liángmén
梁门穴的代号？,ST21
梁门穴的解剖定位？,当腹直肌及其鞘处；有第8肋间动、静脉分支及腹壁上动、静脉；当第8肋间神经分支处；右侧深部当肝下缘，胃幽门部。
关门怎么读？,Guānmén
关门穴的代号？,ST22
关门穴的解剖定位？,当腹直肌及其鞘处；有第8肋间动、静脉分支及腹壁上动、静脉分支；布有第8、9肋间神经分支；深部为横结肠。
太乙怎么读？,Tàiyǐ
太乙穴的代号？,ST23
太乙穴的解剖定位？,当腹直肌及其鞘处；有第8肋间动、静脉分支及腹壁下动、静脉分支；布有第8、9肋间神经分支；深部为横结肠。
滑肉门怎么读？,Huáròumén
滑肉门穴的代号？,ST24
滑肉门穴的解剖定位？,当腹直肌及其鞘处；有第9肋间动、静脉分支及腹壁下动、静脉分支；布有第9、10肋间神经分支；深部为小肠。
天枢怎么读？,Tiānshū
天枢穴的代号？,ST25
天枢穴的解剖定位？,当腹直肌及其鞘处；有第10肋间动、静脉分支及腹壁下动、静脉分支；布有第10肋间神经分支；深部为小肠。
外陵怎么读？,Wàilíng
外陵穴的代号？,ST26
外陵穴的解剖定位？,当腹直肌及其鞘处；布有第10肋间动、静脉分支及腹壁下动、静脉分支；布有第10、11肋间神经分支；深部为小肠。
大巨怎么读？,Dàjù
大巨穴的代号？,ST27
大巨穴的解剖定位？,当腹直肌及其鞘处；有第11肋间动、静脉分支，外侧为腹壁下动、静脉；布有第11肋间神经；深部为小肠。
水道怎么读？,Shuǐdào
水道穴的代号？,ST28
水道穴的解剖定位？,当腹直肌及其鞘处；有第12肋间动、静脉分支，外侧为腹壁下动、静脉；布有肋下神经；深部为小肠。
归来怎么读？,Guīlái
归来穴的代号？,ST29
归来穴的解剖定位？,在腹直肌外缘，有腹内斜肌，腹横肌腱膜；外侧有腹壁下动、静脉；布有髂腹下神经。
气冲怎么读？,Qìchōng
气冲穴的代号？,ST30
气冲穴的解剖定位？,在耻骨结节外上方，有腹外斜肌腱膜，在腹内斜肌、腹横肌下部；有腹壁浅动、静脉分支，外侧为腹壁下动、静脉；布有髂腹股沟神经。
髀关怎么读？,Bìguān
髀关穴的代号？,ST31
髀关穴的解剖定位？,在股直肌近端、缝匠肌和阔筋膜张肌之间；深层有旋股外侧动、静脉分支；布有股外侧皮神经。
伏兔怎么读？,Fútù
伏兔穴的代号？,ST32
伏兔穴的解剖定位？,在股直肌的肌腹中；有旋股外侧动、静脉分支；布有股前皮神经、股外侧皮神经。
阴市怎么读？,Yīnshì
阴市穴的代号？,ST33
阴市穴的解剖定位？,在股直肌和股外侧肌之间；有旋股外侧动脉降支；布有股前皮神经、股外侧皮神经。
梁丘怎么读？,Liángqiū
梁丘穴的代号？,ST34
梁丘穴的解剖定位？,在股直肌和股外侧肌之间；有旋股外侧动脉降支；布有股前皮神经、股外侧皮神经。
犊鼻怎么读？,Dúbí
犊鼻穴的代号？,ST35
犊鼻穴的解剖定位？,在髌韧带外缘；有膝关节动、静脉网；布有腓肠外侧皮神经及腓总神经关节支。
足三里怎么读？,Zúsānlǐ
足三里穴的代号？,ST36
足三里穴的解剖定位？,在胫骨前肌、趾长伸肌之间；有胫前动、静脉；为腓肠外侧皮神经及隐神经的皮支分布处，深层当腓深神经。
上巨虚怎么读？,Shàngjùxū
上巨虚穴的代号？,ST37
上巨虚穴的解剖定位？,在胫骨前肌中；有胫前动、静脉；布有腓肠外侧皮神经及隐神经的皮支，深层为腓深神经。
条口怎么读？,Tiáokǒu
条口穴的代号？,ST38
条口穴的解剖定位？,在胫骨前肌中；有胫前动、静脉；布有腓肠外侧皮神经及隐神经的皮支，深层当腓深神经。
下巨虚怎么读？,Xiàjùxū
下巨虚穴的代号？,ST39
下巨虚穴的解剖定位？,在胫骨前肌与趾长伸肌之间，深层为胫长伸肌；有胫前动、静脉；布有腓浅神经分支，深层为腓深神经。
丰隆怎么读？,Fēnglóng
丰隆穴的代号？,ST40
丰隆穴的解剖定位？,在趾长伸肌和腓骨短肌之间；有胫前动脉分支；当腓浅神经处。
解溪怎么读？,Jiěxī
解溪穴的代号？,ST41
解溪穴的解剖定位？,在长伸肌腱与趾长伸肌腱之间；有胫前动、静脉；浅部当腓浅神经，深层当腓深神经。
冲阳怎么读？,Chōngyáng
冲阳穴的代号？,ST42
冲阳穴的解剖定位？,在趾长伸肌腱外侧；有足背动、静脉及足背静脉网；当腓浅神经的足背内侧皮神经第2支本干处，深层为腓深神经。
陷谷怎么读？,Xiàngǔ
陷谷穴的代号？,ST43
陷谷穴的解剖定位？,有第2跖骨间肌；有足背静脉网；布有足背内侧皮神经。
内庭怎么读？,Nèitíng
内庭穴的代号？,ST44
内庭穴的解剖定位？,有足背静脉网；布有足背内侧皮神经的趾背神经。
厉兑怎么读？,Lìduì
厉兑穴的代号？,ST45
厉兑穴的解剖定位？,有趾背动脉形成的动脉网；布有足背内侧皮神经的趾背神经。
隐白怎么读？,Yǐnbái
隐白穴的代号？,SP1
隐白穴的解剖定位？,有趾背动脉；布有腓浅神经的足背支及足底内侧神经。
大都怎么读？,Dàdū
大都穴的代号？,SP2
大都穴的解剖定位？,在趾展肌止点；有足底内侧动、静脉的分支；布有足底内侧神经的趾足底固有神经。
太白怎么读？,Tàibái
太白穴的代号？,SP3
太白穴的解剖定位？,在趾展肌中；有足背静脉网，足底内侧动脉及足跗内侧动脉分支；布有隐神经及腓浅神经分支。
公孙怎么读？,Gōngsūn
公孙穴的代号？,SP4
公孙穴的解剖定位？,在趾展肌中；有足背静脉网、足底内侧动脉及足跗内侧动脉分支；布有隐神经及腓浅神经分支。
商丘怎么读？,Shāngqiū
商丘穴的代号？,SP5
商丘穴的解剖定位？,有跗内侧动脉、大隐静脉；布有隐神经及腓浅神经分支丛。
三阴交怎么读？,Sānyīnjiāo
三阴交穴的代号？,SP6
三阴交穴的解剖定位？,在胫骨后缘和比目鱼肌之间，深层有趾长屈肌；有大隐静脉，胫后动、静脉；有小腿内侧皮神经，深层后方有胫神经。
漏谷怎么读？,Lòugǔ
漏谷穴的代号？,SP7
漏谷穴的解剖定位？,在胫骨后缘和比目鱼肌之间，深层有趾长屈肌；有大隐静脉，胫后动、静脉；有小腿内侧皮神经，深层内侧后方有胫神经。
地机怎么读？,Dìjī
地机穴的代号？,SP8
地机穴的解剖定位？,在胫骨后缘和比目鱼肌之间，前方有大隐静脉及膝最上动脉的末支，深层有胫后动、静脉；布有小腿内侧皮神经，深层后方有胫神经。
阴陵泉怎么读？,Yīnlíngquán
阴陵泉穴的代号？,SP9
阴陵泉穴的解剖定位？,在胫骨后缘和腓肠肌之间，比目鱼肌起点上；前方有大隐静脉、膝最上动脉，最深层有胫后动、静脉；布有小腿内侧皮神经本干，最深层有胫神经。
血海怎么读？,Xuèhǎi
血海穴的代号？,SP10
血海穴的解剖定位？,在股骨内上髁上缘，股内侧肌中间；有股动、静脉肌支；布有股前皮神经及股神经肌支。
箕门怎么读？,Jīmén
箕门穴的代号？,SP11
箕门穴的解剖定位？,在缝匠肌内侧缘，深层有大收肌；有大隐静脉，深层之外方有股动、静脉；布有股前皮神经，深层有隐神经。
冲门怎么读？,Chōngmén
冲门穴的代号？,SP12
冲门穴的解剖定位？,在腹股沟韧带中点外侧的上方，在腹外斜肌腱膜及腹内斜肌下部；内侧为股动、静脉；布有股神经。
府舍怎么读？,Fǔshè
府舍穴的代号？,SP13
府舍穴的解剖定位？,在腹股沟韧带上方外侧，腹外斜肌腱膜及腹内斜肌下部，深层为腹横肌下部；有腹壁浅动、静脉；分布有髂腹股沟神经（右当盲肠下部，左当乙状结肠下部）。
腹结怎么读？,Fùjié
腹结穴的代号？,SP14
腹结穴的解剖定位？,在腹内、外斜肌及腹横肌肌部；有第11肋间动、静脉；分布有第11肋间神经。
大横怎么读？,Dàhéng
大横穴的代号？,SP15
大横穴的解剖定位？,在腹外斜肌肌部及腹横肌肌部；布有第10肋间动、静脉；分布有第10肋间神经。
腹哀怎么读？,Fùāi
腹哀穴的代号？,SP16
腹哀穴的解剖定位？,在腹内、外斜肌肌部及腹横肌肌部；有第8肋间动、静脉；分布有第8肋间神经。
食窦怎么读？,Shídòu
食窦穴的代号？,SP17
食窦穴的解剖定位？,在第5肋间隙，前锯肌中，深层有肋间内、外肌；有胸外侧动、静脉，胸腹壁动、静脉；分布有第5肋间神经外侧皮支。
天溪怎么读？,Tiānxī
天溪穴的代号？,SP18
天溪穴的解剖定位？,在第4肋间隙，胸大肌外下缘，下层为前肌，再深层为肋间内、外肌；有胸外侧动、静脉分支，胸腹壁动、静脉，第4肋间动、静脉；布有第4肋间神经。
胸乡怎么读？,Xiōngxiāng
胸乡穴的代号？,SP19
胸乡穴的解剖定位？,在第3肋间隙，胸大肌、胸小肌外缘，前锯肌中，下层为肋间内、外肌；有胸外侧动、静脉，第3肋间动、静脉；布有第3肋间神经。
周荣怎么读？,Zhōuróng
周荣穴的代号？,SP20
周荣穴的解剖定位？,在第2肋间隙，胸大肌中，下层为胸小肌，肋间内、外肌；有胸外侧动、静脉，第2肋间动、静脉；布有胸前神经肌支，正当第1肋间神经。
大包怎么读？,Dàbāo
大包穴的代号？,SP21
大包穴的解剖定位？,在第6肋间隙，前锯肌中；有胸背动、静脉及第6肋间动、静脉；布有第6肋间神经，当胸长神经直系的末端。
,
极泉怎么读？,Jíquán
极泉穴的代号？,HT1
极泉穴的解剖定位？,在胸大肌的外下缘，深层为喙肱肌；外侧为腋动脉；布有尺神经、正中神经、前臂内侧皮神经及臂内侧皮神经。
青灵怎么读？,Qīnglíng
青灵穴的代号？,HT2
青灵穴的解剖定位？,当肱二头肌内侧沟处，有肱三头肌；有贵要静脉、尺侧上副动脉；布有前臂内侧皮神经、尺神经。
少海怎么读？,Shàohǎi
少海穴的代号？,HT3
少海穴的解剖定位？,有旋前圆肌、肱肌；有贵要静脉，尺侧上、下副动脉，尺侧返动脉；布有前臂内侧皮神经，外前方有正中神经。
灵道怎么读？,Língdào
灵道穴的代号？,HT4
灵道穴的解剖定位？,在尺侧腕屈肌腱与指浅屈肌之间，深层为指深屈肌；有尺动脉通过；布有前臂内侧皮神经，尺侧为尺神经。
通里怎么读？,Tōnglǐ
通里穴的代号？,HT5
通里穴的解剖定位？,在尺侧腕屈肌腱与指浅屈肌之间，深层为指深屈肌；有尺动脉通过；布有前臂内侧皮神经，尺侧为尺神经。
阴郄怎么读？,Yīnxì
阴郄穴的代号？,HT6
阴郄穴的解剖定位？,在尺侧腕屈肌腱桡侧缘，深层为指深屈肌；有尺动脉通过；布有前臂内侧皮神经，尺侧为尺神经。
神门怎么读？,Shénmén
神门穴的代号？,HT7
神门穴的解剖定位？,在尺侧腕屈肌腱桡侧缘，深层为指深屈肌；有尺动脉通过；布有前臂内侧皮神经，尺侧为尺神经。
少府怎么读？,Shàofǔ
少府穴的代号？,HT8
少府穴的解剖定位？,在4、5掌骨之间，有第4蚓状肌，指浅、深屈肌腱，深部为骨间肌；有指掌侧总动、静脉；布有第4指掌侧固有神经。
少冲怎么读？,Shàochōng
少冲穴的代号？,HT9
少冲穴的解剖定位？,有指掌固有动、静脉所形成的动、静脉网；布有指掌侧固有神经。
少泽怎么读？,Shàozé
少泽穴的代号？,SI1
少泽穴的解剖定位？,有指掌侧固有动、静脉及指背动脉形成的动、静脉网；布有尺神经手背支。
前谷怎么读？,Qiángǔ
前谷穴的代号？,SI2
前谷穴的解剖定位？,有指背动、静脉；布有尺神经手背支。
后溪怎么读？,Hòuxī
后溪穴的代号？,SI3
后溪穴的解剖定位？,在小指尺侧，第5掌骨小头近端，当小指展肌起点外缘；有指背动、静脉，手背静脉网；布有尺神经手背支。
腕骨怎么读？,Wàngǔ
腕骨穴的代号？,SI4
腕骨穴的解剖定位？,在手尺侧，小指展肌起点外缘；有腕背侧动脉（尺动脉分支），手背静脉网；布有尺神经手背支。
阳谷怎么读？,Yánggǔ
阳谷穴的代号？,SI5
阳谷穴的解剖定位？,当尺侧腕伸肌的尺侧缘；有腕背侧动脉；布有尺神经手背支。
养老怎么读？,Yǎnglǎo
养老穴的代号？,SI6
养老穴的解剖定位？,在尺骨背面，尺骨茎突上方，尺侧腕伸肌腱和小指固有伸肌腱之间；有前臂骨间背侧动、静脉的末支，腕静脉网；有前臂背侧皮神经和尺神经。
支正怎么读？,Zhīzhèng
支正穴的代号？,SI7
支正穴的解剖定位？,在尺骨尺侧，尺侧腕伸肌的尺侧缘；有骨间背侧动、静脉；分布有前臂内侧皮神经分支。
小海怎么读？,Xiǎohǎi
小海穴的代号？,SI8
小海穴的解剖定位？,尺神经沟中，为尺侧腕屈肌的起始部；有尺侧上、下副动脉和副静脉以及尺返动、静脉；布有前臂内侧皮神经、尺神经本干。
肩贞怎么读？,Jiānzhēn
肩贞穴的代号？,SI9
肩贞穴的解剖定位？,在肩关节后下方，肩胛骨外侧缘，三角肌后缘，下层是大圆肌；有旋肩胛动、静脉；布有腋神经分支，深部上方为桡神经。
臑俞怎么读？,Nàoshū
臑俞穴的代号？,SI10
臑俞穴的解剖定位？,在肩胛骨关节窝后方三角肌中，深层为冈下肌；有旋肱后动、静脉；布有腋神经，深层为肩胛上神经。
天宗怎么读？,Tiānzōng
天宗穴的代号？,SI11
天宗穴的解剖定位？,冈下窝中央冈下肌中；有旋肩胛动、静脉肌支；布有肩胛上神经。
秉风怎么读？,Bǐngfēng
秉风穴的代号？,SI12
秉风穴的解剖定位？,在肩胛骨冈上窝中央，表层为斜方肌，再下为冈上肌；有肩胛动、静脉；布有锁骨上神经和副神经，深层为肩胛上神经。
曲垣怎么读？,Qūyuán
曲垣穴的代号？,SI13
曲垣穴的解剖定位？,在肩胛冈上缘，斜方肌和冈上肌中；有颈横动、静脉降支，深层为肩胛上动、静脉肌支；布有第2胸神经后支外侧皮支、副神经，深层为肩胛上神经肌支。
肩外俞怎么读？,Jiānwàishū
肩外俞穴的代号？,SI14
肩外俞穴的解剖定位？,在肩胛骨内侧角边缘，表层为斜方肌，深层为肩胛提肌和菱形肌；有颈横动、静脉；布有第1胸神经后支内侧皮支、肩胛背神经和副神经。
肩中俞怎么读？,Jiānzhōngshū
肩中俞穴的代号？,SI15
肩中俞穴的解剖定位？,在第1胸椎横突端，肩胛骨内侧角边缘，表层为斜方肌，深层为肩胛提肌和菱形肌；有颈横动、静脉；布有第1胸神经后支内侧皮支、肩胛神经和副神经。
天窗怎么读？,Tiānchuāng
天窗穴的代号？,SI16
天窗穴的解剖定位？,在斜方肌前缘，胸锁乳突肌后缘，深层为头夹肌；有耳后动、静脉及枕动、静脉分支；布有颈皮神经，正当耳大神经丛的发出部及枕小神经处。
天容怎么读？,Tiānróng
天容穴的代号？,SI17
天容穴的解剖定位？,在下颌角后方，胸锁乳突肌停止部前缘，二腹肌后腹的下缘；前方有颈外浅静脉，颈内动、静脉；布有耳大神经的前支、面神经的颈支、副神经，其深层为交感神经干的颈上神经节。
颧髎怎么读？,Quánliáo
颧髎穴的代号？,SI18
颧髎穴的解剖定位？,在颧骨下颌突的后下缘稍后，咬肌的起始部，颧肌中；有面横动、静脉分支；布有面神经及眶下神经。
听宫怎么读？,Tīnggōng
听宫穴的代号？,SI19
听宫穴的解剖定位？,有颞浅动、静脉的耳前支；布有面神经及三叉神经第3支的耳颞神经。
睛明怎么读？,Jīngmíng
睛明穴的代号？,BL1
睛明穴的解剖定位？,在眶内缘睑内侧韧带中，深部为眼内直肌；有内眦动、静脉和滑车上下动、静脉，深层上方有眼动、静脉本干；布有滑车上、下神经，深层为眼神经，上方为鼻睫神经。
攒竹怎么读？,Cuánzhú
攒竹穴的代号？,BL2
攒竹穴的解剖定位？,有额肌及皱眉肌；当额动、静脉处；布有额神经内侧支。
眉冲怎么读？,Méichōng
眉冲穴的代号？,BL3
眉冲穴的解剖定位？,有额肌；当额动、静脉处；布有额神经内侧支。
曲差怎么读？,Qūchā
曲差穴的代号？,BL4
曲差穴的解剖定位？,有额肌；当额动、静脉处；布有额神经内侧支。
五处怎么读？,Wǔchù
五处穴的代号？,BL5
五处穴的解剖定位？,有额肌；当额动、静脉处；布有额神经内侧支。
承光怎么读？,Chéngguāng
承光穴的代号？,BL6
承光穴的解剖定位？,有帽状腱膜；有额动、静脉，颞浅动、静脉及枕动、静脉的吻合网；当额神经外侧支和枕大神经会合支处。
通天怎么读？,Tōngtiān
通天穴的代号？,BL7
通天穴的解剖定位？,有帽状腱膜；有颞浅动、静脉和枕动、静脉的吻合网；布有枕大神经分支。
络却怎么读？,Luòquè
络却穴的代号？,BL8
络却穴的解剖定位？,有帽状腱膜；有枕动、静脉分支；布有枕大神经分支。
玉枕怎么读？,Yùzhěn
玉枕穴的代号？,BL9
玉枕穴的解剖定位？,有枕肌；有枕动、静脉；布有枕大神经分支。
天柱怎么读？,Tiānzhù
天柱穴的代号？,BL10
天柱穴的解剖定位？,在斜方肌起始部外侧缘，深层为头半棘肌；有枕动、静脉干；布有枕大神经干。
大杼怎么读？,Dàzhù
大杼穴的代号？,BL11
大杼穴的解剖定位？,有斜方肌、菱形肌、上后锯肌，最深层为最长肌；有第1肋间动、静脉的分支；浅层布有第1、2胸神经后支的内侧皮支，深层为第1、2胸神经后支的肌支。
风门怎么读？,Fēngmén
风门穴的代号？,BL12
风门穴的解剖定位？,有斜方肌、菱形肌、上后锯肌，深层为最长肌；有第2肋间动、静脉后支；布有第2、3胸神经后支的内侧皮支，深层为第2、3胸神经后支的肌支。
肺俞怎么读？,Fèishū
肺俞穴的代号？,BL13
肺俞穴的解剖定位？,有斜方肌、菱形肌，深层为最长肌；有第3、4肋间动、静脉后支；布有第3、4胸神经后支的内侧皮支，深层为第3、4胸神经后支的肌支。
厥阴俞怎么读？,Juéyīnshū
厥阴俞穴的代号？,BL14
厥阴俞穴的解剖定位？,有斜方肌、菱形肌，深层为最长肌；有第4肋间动、静脉的分支；正当第4或第5胸神经后支的内侧皮支，深层为第4、5胸神经后支的肌支。
心俞怎么读？,Xīnshū
心俞穴的代号？,BL15
心俞穴的解剖定位？,有斜方肌、菱形肌，深层为最长肌；有第5肋间动、静脉后支；布有第5、6胸神经后支的内侧皮支，深层为第5、6胸神经后支的肌支。
督俞怎么读？,Dūshū
督俞穴的代号？,BL16
督俞穴的解剖定位？,有斜方肌、背阔肌肌腱、最长肌；有第6肋间动、静脉的分支，颈横动脉降支；布有肩胛背神经，第6、7胸神经后支的内侧皮支，深层为第6、7胸神经后支的肌支。
膈俞怎么读？,Géshū
膈俞穴的代号？,BL17
膈俞穴的解剖定位？,在斜方肌下缘，有背阔肌、最长肌；有第7肋间动、静脉后支；布有第7、8胸神经后支的内侧皮支，深层为第7、8胸神经后支的肌支。
肝俞怎么读？,Gānshū
肝俞穴的代号？,BL18
肝俞穴的解剖定位？,在背阔肌、最长肌和髂肋肌之间；有第9肋间动、静脉后支；布有第9、10胸神经后支的皮支，深层为第9、10胸神经后支的肌支。
胆俞怎么读？,Dǎnshū
胆俞穴的代号？,BL19
胆俞穴的解剖定位？,在背阔肌、最长肌和髂肋肌之间；有第10肋间动、静脉后支；布有第10、11胸神经后支的皮支，深层为第10、11胸神经后支的肌支。
脾俞怎么读？,Píshū
脾俞穴的代号？,BL20
脾俞穴的解剖定位？,在背阔肌、最长肌和髂肋肌之间；有第11肋间动、静脉后支；布有第11、12胸神经后支的皮支，深层为第11、12胸神经后支的肌支。
胃俞怎么读？,Wèishū
胃俞穴的代号？,BL21
胃俞穴的解剖定位？,在腰背筋膜、最长肌和髂肋肌之间；有肋下动、静脉后支；布有第12胸神经和第1腰神经后支的皮支，深层为第12胸神经和第1腰神经后支的肌支。
三焦俞怎么读？,Sānjiāoshū
三焦俞穴的代号？,BL22
三焦俞穴的解剖定位？,在腰背筋膜、最长肌和髂肋肌之间；有第1腰动、静脉的分支；布有第1、2腰神经后支的皮支，深层为第1、2腰神经后支的肌支。
肾俞怎么读？,Shènshū
肾俞穴的代号？,BL23
肾俞穴的解剖定位？,在腰背筋膜、最长肌和髂肋肌之间；有第2腰动、静脉后支；布有第2、3腰神经后支的外侧皮支，深层为第2、3腰神经后支的肌支。
气海俞怎么读？,Qìhǎishū
气海俞穴的代号？,BL24
气海俞穴的解剖定位？,在腰背筋膜、最长肌和髂肋肌之间；有第3腰动、静脉后支；浅层布有第3、4腰神经后支的皮支，深层为第3、4腰神经后支的肌支。
大肠俞怎么读？,Dàchángshū
大肠俞穴的代号？,BL25
大肠俞穴的解剖定位？,在腰背筋膜、最长肌和髂肋肌之间；有第4腰动、静脉后支；布有第4、5腰神经皮支，深层为第4、5腰神经后支的肌支。
关元俞怎么读？,Guānyuánshū
关元俞穴的代号？,BL26
关元俞穴的解剖定位？,有骶棘肌；有腰最下动、静脉后支的内侧支；布有第5腰神经后支。
小肠俞怎么读？,Xiǎochángshū
小肠俞穴的代号？,BL27
小肠俞穴的解剖定位？,在骶棘肌起始部和臀大肌起始部之间；有骶外侧动、静脉后支的外侧支；布有臀中皮神经、臀下神经的属支。
膀胱俞怎么读？,Pángguāngshū
膀胱俞穴的代号？,BL28
膀胱俞穴的解剖定位？,在骶棘肌起始部和臀大肌起始部之间；有骶外侧动、静脉后支；布有臀中皮神经、臀下神经的属支。
中膂俞怎么读？,Zhōnglǚshū
中膂俞穴的代号？,BL30
中膂俞穴的解剖定位？,有臀大肌，深层为骶结节韧带起始部；当臀下动、静脉的分支处；布有臀下皮神经。
上髎怎么读？,Shàngliáo
上髎穴的代号？,BL31
上髎穴的解剖定位？,在骶棘肌起始部及臀大肌起始部；当骶外侧动、静脉后支处；布有第1骶神经后支。
次髎怎么读？,Cìliáo
次髎穴的代号？,BL32
次髎穴的解剖定位？,在臀大肌起始部；当骶外侧动、静脉后支处；为第2骶神经后支通过处。
中髎怎么读？,Zhōngliáo
中髎穴的代号？,BL33
中髎穴的解剖定位？,在臀大肌起始部；当骶外侧动、静脉后支处；为第3骶神经后支通过处。
下髎怎么读？,Xiàliáo
下髎穴的代号？,BL34
下髎穴的解剖定位？,在臀大肌起始部；有臀下动、静脉分支；当第4骶神经后支通过处。
会阳怎么读？,Huìyáng
会阳穴的代号？,BL35
会阳穴的解剖定位？,有臀大肌；有臀下动、静脉分支；布有尾骨神经，深部有阴部神经干。
承扶怎么读？,Chéngfú
承扶穴的代号？,BL36
承扶穴的解剖定位？,在臀大肌下缘；有坐骨神经伴行的动、静脉；布有股后皮神经，深层为坐骨神经。
殷门怎么读？,Yīnmén
殷门穴的代号？,BL37
殷门穴的解剖定位？,在半腱肌与股二头肌之间，深层为大收肌；外侧为股深动、静脉第3穿支；布有股后皮神经，深层正当坐骨神经。
浮郄怎么读？,Fúxì
浮郄穴的代号？,BL38
浮郄穴的解剖定位？,在股二头肌腱内侧；有膝上外侧动、静脉；布有股后皮神经，正当腓总神经处。
委阳怎么读？,Wěiyáng
委阳穴的代号？,BL39
委阳穴的解剖定位？,在股二头肌腱内侧；有膝上外侧动、静脉；布有股后皮神经，有腓总神经经过。
委中怎么读？,Wěizhōng
委中穴的代号？,BL40
委中穴的解剖定位？,在腘窝正中，有腘筋膜；皮下有股腘静脉，深层内侧为腘静脉，最深层为腘动脉；分布有股后皮神经，正当胫神经处。
附分怎么读？,Fùfēn
附分穴的代号？,BL41
附分穴的解剖定位？,在肩胛冈内端边缘，有斜方肌、菱形肌，深层为髂肋肌；有颈横动脉降支，当第2肋间动、静脉后支；布有第2胸神经后支。
魄户怎么读？,Pòhù
魄户穴的代号？,BL42
魄户穴的解剖定位？,在肩胛骨脊柱缘，有斜方肌、菱形肌，深层为髂肋肌；有第3肋间动、静脉背侧支，颈横动脉降支；布有第2、3胸神经后支。
膏肓怎么读？,Gāohuāng
膏肓穴的代号？,BL43
膏肓穴的解剖定位？,在肩胛骨脊柱缘，有斜方肌、菱形肌，深层为髂肋肌；有第4肋间动、静脉背侧支及颈横动脉降支；布有第4、5胸神经后支。
神堂怎么读？,Shéntáng
神堂穴的代号？,BL44
神堂穴的解剖定位？,在肩胛骨脊柱缘，有斜方肌、菱形肌，深层为髂肋肌；有第5肋间动、静脉背侧支及颈横动脉降支；布有第4、5胸神经后支。
譩譆怎么读？,Yìxǐ
